"is_legendary","ndex","species","forme","gender","type1","type2","ability","weight_kg","height_m","nature","hp","attack","defense","spattack","spdefense","speed","Move.1","Move.2","Move.3","Move.4"
0,116,"Horsea","Horsea",1,"Water",NA,"Swift Swim",7.62,0.06,"Hasty",180,99,130,145,61,162,"Agility","Dragon Pulse","Dragon Dance","Hydro Pump"
0,600,"Klang","Klang",1,"Steel",NA,"Clear Body",51.05,0.41,"Hardy",256,182,209,165,199,135,"Shift Gear","Lock-On","Zap Cannon","Hyper Beam"
1,649,"Genesect","Genesect (Genesect)",NA,"Bug","Steel","Download",82.76,1.2,"Bold",283,243,248,276,199,229,"Simple Beam","Zap Cannon","Hyper Beam","Self-Destruct"
0,774,"Minior","Minior (Meteor Form)",NA,"Rock","Flying","Shields Down",41.84,0.55,"Naive",261,131,235,128,209,139,"Power Gem","Double-Edge","Shell Smash","Explosion"
0,93,"Haunter","Haunter",1,"Ghost","Poison","Levitate",0.2,1.83,"Quiet",219,122,107,283,124,180,"Dark Pulse","Destiny Bond","Hex","Nightmare"
0,32,"Nidoran<U+2642>","Nidoran<U+2642>",1,"Poison",NA,"Hustle",8.52,0.4,"Brave",225,154,108,115,109,99,"Flatter","Poison Jab","Captivate","Horn Drill"
0,656,"Froakie","Froakie",0,"Water",NA,"Torrent",6.71,0.2,"Bold",210,126,105,154,97,177,"Substitute","Bounce","Double Team","Hydro Pump"
0,411,"Bastiodon","Bastiodon",1,"Rock","Steel","Shed Skin",148,1.17,"Quirky",259,111,360,105,311,74,"Endure","Metal Burst","Iron Head","Heavy Slam"
0,105,"Marowak","Marowak",1,"Ground",NA,"Rock Head",45.54,0.88,"Sassy",254,190,254,133,211,90,"Endeavor","Double-Edge","Retaliate","Bone Rush"
0,319,"Sharpedo","Sharpedo (Mega Sharpedo)",1,"Water","Dark","Strong Jaw",128.5,1.89,"Timid",258,267,175,237,147,267,"Agility","Skull Bash","Taunt","Night Slash"
0,664,"Scatterbug","Scatterbug",1,"Bug",NA,"Shield Dust",2.74,0.03,"Adamant",216,115,114,65,77,93,"Stun Spore","Bug Bite","String Shot","Tackle"
0,228,"Houndour","Houndour",1,"Dark","Fire","Early Bird",11.64,0.33,"Gentle",231,145,71,178,143,146,"Flamethrower","Crunch","Nasty Plot","Inferno"
1,488,"Cresselia","Cresselia",NA,"Psychic",NA,"Levitate",88.33,2.38,"Bashful",381,176,272,173,296,188,"Psycho Shift","Lunar Dance","Psychic","Moonblast"
0,447,"Riolu","Riolu",1,"Fighting",NA,"Steadfast",20.56,0.81,"Hardy",217,157,88,89,103,134,"Screech","Reversal","Nasty Plot","Final Gambit"
0,549,"Lilligant","Lilligant",0,"Grass",NA,"Own Tempo",15.03,1.14,"Adamant",252,152,185,216,176,211,"Teeter Dance","Quiver Dance","Petal Dance","Petal Blizzard"
0,662,"Fletchinder","Fletchinder",0,"Fire","Flying","Flame Body",15.26,0.88,"Lonely",262,193,115,135,138,189,"Acrobatics","Me First","Tailwind","Steel Wing"
0,773,"Silvally","Silvally (Type: Grass)",NA,"Grass",NA,"RKS System",102.65,2.79,"Timid",319,176,221,203,224,237,"Razor Wind","Tri Attack","Double-Edge","Parting Shot"
0,361,"Snorunt","Snorunt",0,"Ice",NA,"Ice Body",15.78,0.96,"Docile",232,115,136,129,128,128,"Frost Breath","Crunch","Blizzard","Hail"
0,733,"Toucannon","Toucannon",1,"Normal","Flying","Keen Eye",28.34,0.75,"Bashful",297,272,180,164,164,139,"Drill Peck","Bullet Seed","Feather Dance","Hyper Voice"
0,81,"Magnemite","Magnemite",NA,"Electric","Steel","Sturdy",5.89,0.44,"Naive",168,92,155,218,130,130,"Lock-On","Magnet Rise","Gyro Ball","Zap Cannon"
1,379,"Registeel","Registeel",NA,"Steel",NA,"Clear Body",199.13,1.86,"Quirky",301,184,336,162,332,136,"Lock-On","Zap Cannon","Superpower","Hyper Beam"
0,109,"Koffing","Koffing",0,"Poison",NA,"Levitate",1.16,0.83,"Lax",203,159,232,130,98,93,"Explosion","Destiny Bond","Belch","Memento"
0,196,"Espeon","Espeon",1,"Psychic",NA,"Synchronize",27.54,1.2,"Bold",246,143,148,291,198,244,"Morning Sun","Psychic","Last Resort","Power Swap"
0,353,"Shuppet","Shuppet",1,"Ghost",NA,"Frisk",2.26,0.61,"Calm",223,142,87,159,82,95,"Snatch","Grudge","Trick","Phantom Force"
0,666,"Vivillon","Vivillon (Marine Pattern)",0,"Bug","Flying","Compound Eyes",18.37,1.87,"Mild",280,113,116,228,113,191,"Safeguard","Quiver Dance","Hurricane","Powder"
0,155,"Cyndaquil","Cyndaquil",1,"Fire",NA,"Blaze",9.64,0.51,"Hardy",217,128,119,149,134,148,"Rollout","Double-Edge","Burn Up","Eruption"
0,784,"Kommo-o","Kommo-o (1)",1,"Dragon","Fighting","Soundproof",82.77,1.85,"Jolly",274,235,255,209,241,206,"Dragon Claw","Noble Roar","Dragon Dance","Outrage"
1,785,"Tapu Koko","Tapu Koko",NA,"Electric","Fairy","Electric Surge",21.01,1.83,"Modest",277,239,186,240,186,296,"Nature’s Madness","Discharge","Agility","Electro Ball"
0,671,"Florges","Florges (Yellow Flower)",0,"Fairy",NA,"Flower Veil",9.57,0.8,"Mild",269,135,145,281,314,177,"Moonblast","Petal Dance","Disarming Voice","Magical Leaf"
0,231,"Phanpy","Phanpy",1,"Ground",NA,"Sand Veil",33.72,0.4,"Jolly",318,156,131,99,106,100,"Take Down","Charm","Last Resort","Double-Edge"
1,493,"Arceus","Arceus (Bug)",NA,"Bug",NA,"Multitype",321.03,2.84,"Serious",381,268,272,276,276,276,"Recover","Hyper Beam","Perish Song","Judgment"
0,81,"Magnemite","Magnemite",NA,"Electric","Steel","Magnet Pull",5.98,0.2,"Bold",179,95,168,203,123,106,"Lock-On","Magnet Rise","Gyro Ball","Zap Cannon"
0,181,"Ampharos","Ampharos",1,"Electric",NA,"Static",59.53,1.27,"Quirky",294,157,180,251,199,139,"Signal Beam","Light Screen","Thunder","Dragon Pulse"
0,690,"Skrelp","Skrelp",0,"Poison","Water","Adaptability",6.94,0.19,"Bashful",235,141,136,156,156,93,"Aqua Tail","Sludge Bomb","Hydro Pump","Dragon Pulse"
0,81,"Magnemite","Magnemite",NA,"Electric","Steel","Sturdy",7.05,0.46,"Bold",162,72,179,226,124,106,"Lock-On","Magnet Rise","Gyro Ball","Zap Cannon"
0,259,"Marshtomp","Marshtomp",1,"Water","Ground","Damp",28.73,1.08,"Sassy",262,189,171,133,171,104,"Muddy Water","Take Down","Earthquake","Endeavor"
0,555,"Darmanitan","Darmanitan (Zen Mode)",1,"Fire","Psychic","Zen Mode",90.53,1.71,"Docile",335,81,216,293,236,129,"Flare Blitz","Taunt","Superpower","Overheat"
0,363,"Spheal","Spheal",0,"Ice","Water","Thick Fat",36.09,0.92,"Impish",254,103,146,120,135,74,"Snore","Hail","Blizzard","Sheer Cold"
0,201,"Unown","Unown (One form)",NA,"Psychic",NA,"Levitate",5.25,0.68,"Bold",218,134,114,173,118,112,"Hidden Power",NA,NA,NA
0,593,"Jellicent","Jellicent",1,"Water","Ghost","Water Absorb",137.14,2.17,"Serious",335,144,145,193,242,127,"Hex","Hydro Pump","Wring Out","Water Spout"
0,285,"Shroomish","Shroomish",0,"Grass",NA,"Poison Heal",4.29,0.54,"Quiet",261,85,133,125,126,90,"Growth","Toxic","Seed Bomb","Spore"
0,53,"Persian","Persian (Alola Form)",0,"Dark",NA,"Technician",32.54,1.54,"Careful",255,146,143,164,151,264,"Captivate","Night Slash","Feint","Dark Pulse"
0,699,"Aurorus","Aurorus",0,"Rock","Ice","Refrigerate",228.23,2.77,"Relaxed",377,182,184,218,198,113,"Light Screen","Ice Beam","Hyper Beam","Blizzard"
0,536,"Palpitoad","Palpitoad",0,"Water","Ground","Hydration",15.99,0.99,"Jolly",267,135,136,131,145,160,"Flail","Echoed Voice","Hydro Pump","Hyper Voice"
0,38,"Ninetales","Ninetales (Alola Form)",0,"Ice","Fairy","Snow Cloak",19.2,1.45,"Calm",263,141,182,173,239,223,"Ice Shard","Confuse Ray","Safeguard","Ice Beam"
0,581,"Swanna","Swanna",0,"Water","Flying","Big Pecks",25.83,1.86,"Impish",263,197,146,176,154,222,"Rain Dance","Tailwind","Brave Bird","Hurricane"
0,768,"Golisopod","Golisopod",0,"Bug","Water","Emergency Exit",105.34,2.66,"Impish",268,267,314,122,206,103,"Sucker Punch","Iron Defense","Pin Missile","Liquidation"
0,443,"Gible","Gible",1,"Dragon","Ground","Rough Skin",22.19,0.58,"Impish",236,156,105,91,96,107,"Slash","Dragon Claw","Dig","Dragon Rush"
0,401,"Kricketot","Kricketot",1,"Bug",NA,"Run Away",2.74,0.51,"Gentle",213,70,92,56,103,84,"Struggle Bug","Bug Bite","Bide","Growl"
0,461,"Weavile","Weavile",1,"Dark","Ice","Pressure",35.38,0.4,"Lax",279,255,168,114,158,278,"Night Slash","Snatch","Punishment","Dark Pulse"
0,218,"Slugma","Slugma",0,"Fire",NA,"Magma Armor",37.17,0.28,"Quiet",199,97,97,170,95,63,"Body Slam","Recover","Flamethrower","Earth Power"
0,553,"Krookodile","Krookodile",0,"Ground","Dark","Moxie",97.1,1.62,"Relaxed",304,268,214,143,153,198,"Foul Play","Sandstorm","Earthquake","Outrage"
0,690,"Skrelp","Skrelp",1,"Poison","Water","Adaptability",8.07,0.39,"Jolly",214,141,140,126,155,79,"Aqua Tail","Sludge Bomb","Hydro Pump","Dragon Pulse"
1,642,"Thundurus","Thundurus (Therian Forme)",1,"Electric","Flying","Volt Absorb",62.34,3.53,"Lax",299,246,183,326,174,207,"Thunder","Dark Pulse","Hammer Arm","Thrash"
0,101,"Electrode","Electrode",NA,"Electric",NA,"Static",69.65,1.62,"Impish",258,123,161,171,180,330,"Discharge","Explosion","Gyro Ball","Mirror Coat"
0,669,"Flabébé","Flabébé (White Flower)",0,"Fairy",NA,"Flower Veil",0.07,0.06,"Lax",207,110,105,132,174,91,"Misty Terrain","Moonblast","Petal Dance","Solar Beam"
0,476,"Probopass","Probopass",1,"Rock","Steel","Sturdy",336.96,1.31,"Docile",245,124,307,178,320,95,"Earth Power","Stone Edge","Lock-On","Zap Cannon"
0,596,"Galvantula","Galvantula",0,"Bug","Electric","Unnerve",13.78,0.7,"Lonely",250,198,123,228,140,238,"Agility","Sucker Punch","Discharge","Bug Buzz"
0,770,"Palossand","Palossand",0,"Ghost","Ground","Water Compaction",251.7,1.37,"Modest",287,164,240,254,180,76,"Shadow Ball","Earth Power","Shore Up","Sandstorm"
0,106,"Hitmonlee","Hitmonlee",1,"Fighting",NA,"Reckless",54.19,1.26,"Docile",231,261,135,95,228,199,"Endure","Mega Kick","Close Combat","Reversal"
0,742,"Cutiefly","Cutiefly",1,"Bug","Fairy","Shield Dust",0.14,0.15,"Brave",210,134,111,142,85,162,"Bug Buzz","Dazzling Gleam","Aromatherapy","Quiver Dance"
0,676,"Furfrou","Furfrou (La Reine Trim)",1,"Normal",NA,"Fur Coat",24.99,1.36,"Careful",285,172,138,130,216,236,"Take Down","Charm","Sucker Punch","Cotton Guard"
0,774,"Minior","Minior (Meteor Form)",NA,"Rock","Flying","Shields Down",38.88,0.31,"Jolly",251,150,207,120,234,171,"Power Gem","Double-Edge","Shell Smash","Explosion"
0,573,"Cinccino","Cinccino",1,"Normal",NA,"Cute Charm",7.36,0.9,"Docile",284,202,155,147,134,254,"Bullet Seed","Helping Hand","Sing","Tail Slap"
1,718,"Zygarde","Zygarde (50% Forme)",NA,"Dragon","Ground","Power Construct",314.4,4.65,"Hardy",357,236,250,188,210,226,"Camouflage","Dragon Pulse","Coil","Outrage"
0,476,"Probopass","Probopass",1,"Rock","Steel","Sand Force",342.44,1.54,"Serious",244,124,297,185,322,86,"Earth Power","Stone Edge","Lock-On","Zap Cannon"
0,265,"Wurmple","Wurmple",0,"Bug",NA,"Run Away",2.87,0.53,"Brave",216,129,86,50,76,40,"Poison Sting","Bug Bite","String Shot","Tackle"
0,774,"Minior","Minior (Meteor Form)",NA,"Rock","Flying","Shields Down",38.79,0.34,"Naughty",254,156,212,130,186,154,"Power Gem","Double-Edge","Shell Smash","Explosion"
0,203,"Girafarig","Girafarig",0,"Normal","Psychic","Inner Focus",41.61,0.99,"Rash",260,169,136,237,126,182,"Crunch","Baton Pass","Nasty Plot","Psychic"
0,393,"Piplup","Piplup",1,"Water",NA,"Torrent",3.78,0.45,"Rash",245,131,129,167,106,102,"Whirlpool","Mist","Drill Peck","Hydro Pump"
0,773,"Silvally","Silvally (Type: Rock)",NA,"Rock",NA,"RKS System",103.13,1.74,"Brave",323,240,217,211,198,195,"Razor Wind","Tri Attack","Double-Edge","Parting Shot"
0,391,"Monferno","Monferno",1,"Fire","Fighting","Iron Fist",22.3,1.46,"Naughty",263,185,134,177,123,180,"Fire Spin","Acrobatics","Slack Off","Flare Blitz"
0,667,"Litleo","Litleo",1,"Fire","Normal","Moxie",14.84,0.51,"Modest",253,101,130,185,136,175,"Crunch","Hyper Voice","Incinerate","Overheat"
0,658,"Greninja","Greninja (Ash-Greninja)",1,"Water","Dark","Battle Bond",40.2,1.2,"Quiet",277,302,158,353,152,267,"Double Team","Hydro Pump","Haze","Night Slash"
0,5,"Charmeleon","Charmeleon",1,"Fire",NA,"Solar Power",19.33,0.76,"Adamant",252,160,136,158,141,179,"Slash","Flamethrower","Fire Spin","Inferno"
0,253,"Grovyle","Grovyle",1,"Grass",NA,"Overgrow",20.84,1.22,"Naughty",211,157,100,200,146,217,"False Swipe","Quick Guard","Leaf Storm","Screech"
0,39,"Jigglypuff","Jigglypuff",1,"Normal","Fairy","Competitive",4.8,0.75,"Lax",340,96,50,115,72,65,"Gyro Ball","Mimic","Hyper Voice","Double-Edge"
0,728,"Popplio","Popplio",1,"Water",NA,"Liquid Voice",8.27,0.57,"Rash",210,135,136,176,113,87,"Moonblast","Captivate","Hydro Pump","Misty Terrain"
0,351,"Castform","Castform (Sunny Form)",1,"Fire",NA,"Forecast",1.19,0.16,"Gentle",250,147,136,168,192,156,"Hydro Pump","Fire Blast","Blizzard","Hurricane"
0,676,"Furfrou","Furfrou (Matron Trim)",1,"Normal",NA,"Fur Coat",30.07,0.71,"Calm",265,168,127,164,209,224,"Take Down","Charm","Sucker Punch","Cotton Guard"
0,349,"Feebas","Feebas",1,"Water",NA,"Adaptability",6.67,0.86,"Serious",164,36,59,38,126,186,"Tackle","Flail","Splash",NA
0,605,"Elgyem","Elgyem",1,"Psychic",NA,"Analytic",8.22,0.3,"Relaxed",241,146,160,193,120,68,"Guard Split","Power Split","Synchronoise","Wonder Room"
0,726,"Torracat","Torracat",1,"Fire",NA,"Blaze",26.06,1.1,"Bold",259,161,118,174,123,188,"Flamethrower","Scary Face","Flare Blitz","Outrage"
0,116,"Horsea","Horsea",0,"Water",NA,"Damp",9.16,0.56,"Sassy",170,94,174,160,75,114,"Agility","Dragon Pulse","Dragon Dance","Hydro Pump"
0,571,"Zoroark","Zoroark",1,"Dark",NA,"Illusion",77.23,2.26,"Lax",247,228,145,258,126,244,"Punishment","Nasty Plot","Imprison","Night Daze"
0,745,"Lycanroc","Lycanroc (Midday Form)",0,"Rock",NA,"Sand Rush",23.79,0.64,"Mild",275,247,126,126,162,235,"Scary Face","Crunch","Rock Climb","Stone Edge"
0,738,"Vikavolt","Vikavolt",1,"Bug","Electric","Levitate",41.84,2.33,"Naive",281,174,194,295,159,116,"Bug Buzz","Dig","Zap Cannon","Agility"
0,57,"Primeape","Primeape",0,"Fighting",NA,"Defiant",32.74,0.69,"Rash",268,231,130,167,144,198,"Screech","Stomping Tantrum","Outrage","Final Gambit"
0,675,"Pangoro","Pangoro",1,"Dark","Fighting","Scrappy",136.41,2.11,"Naive",309,278,192,167,135,148,"Sky Uppercut","Low Sweep","Taunt","Hammer Arm"
0,774,"Minior","Minior (Meteor Form)",NA,"Rock","Flying","Shields Down",37.73,0.21,"Relaxed",236,131,249,129,216,129,"Power Gem","Double-Edge","Shell Smash","Explosion"
0,659,"Bunnelby","Bunnelby",1,"Normal",NA,"Pickup",3.44,0.47,"Lonely",201,103,74,82,80,119,"Bounce","Super Fang","Facade","Earthquake"
0,123,"Scyther","Scyther",1,"Bug","Flying","Swarm",53.99,1.33,"Naive",266,247,194,126,168,255,"Double Hit","Air Slash","Swords Dance","Feint"
0,594,"Alomomola","Alomomola",1,"Water",NA,"Hydration",31.43,1.32,"Naive",458,159,165,94,91,177,"Helping Hand","Healing Wish","Wide Guard","Hydro Pump"
0,617,"Accelgor","Accelgor",0,"Bug",NA,"Unburden",26.39,0.58,"Jolly",292,163,98,187,146,345,"Bug Buzz","Recover","Power Swap","Final Gambit"
0,773,"Silvally","Silvally (Type: Fire)",NA,"Fire",NA,"RKS System",100.71,2.56,"Hasty",322,195,180,215,223,227,"Razor Wind","Tri Attack","Double-Edge","Parting Shot"
0,774,"Minior","Minior (Meteor Form)",NA,"Rock","Flying","Shields Down",39.15,0.19,"Lonely",260,157,190,150,228,132,"Power Gem","Double-Edge","Shell Smash","Explosion"
0,201,"Unown","Unown (One form)",NA,"Psychic",NA,"Levitate",5.23,0.26,"Docile",224,164,102,180,132,115,"Hidden Power",NA,NA,NA
1,493,"Arceus","Arceus (Fairy)",NA,"Fairy",NA,"Multitype",313.03,2.7,"Sassy",352,276,276,276,303,242,"Recover","Hyper Beam","Perish Song","Judgment"
0,388,"Grotle","Grotle",1,"Grass",NA,"Shell Armor",97.96,1.03,"Rash",272,203,192,156,144,99,"Synthesis","Crunch","Giga Drain","Leaf Storm"
0,174,"Igglybuff","Igglybuff",0,"Normal","Fairy","Friend Guard",1.04,0.14,"Docile",299,72,51,92,54,35,"Defense Curl","Pound","Sweet Kiss","Copycat"
0,592,"Frillish","Frillish",0,"Water","Ghost","Cursed Body",32.09,0.95,"Sassy",230,86,131,146,220,90,"Hex","Hydro Pump","Wring Out","Water Spout"
0,518,"Musharna","Musharna",0,"Psychic",NA,"Forewarn",60.98,0.99,"Modest",348,115,183,273,213,79,"Hypnosis","Psybeam","Defense Curl","Lucky Chant"
0,93,"Haunter","Haunter",1,"Ghost","Poison","Levitate",0.15,1.12,"Serious",228,118,123,250,135,199,"Dark Pulse","Destiny Bond","Hex","Nightmare"
0,210,"Granbull","Granbull",0,"Fairy",NA,"Rattled",46.07,1.21,"Bashful",296,246,161,155,144,124,"Play Rough","Payback","Crunch","Outrage"
1,150,"Mewtwo","Mewtwo (Mega Mewtwo Y)",NA,"Psychic",NA,"Insomnia",32.57,1.4,"Bashful",353,308,146,424,276,285,"Amnesia","Mist","Me First","Psystrike"
0,515,"Panpour","Panpour",1,"Water",NA,"Gluttony",13.62,0.14,"Bold",229,108,124,132,124,163,"Brine","Recycle","Natural Gift","Crunch"
0,291,"Ninjask","Ninjask",0,"Bug","Flying","Speed Boost",11.47,1.29,"Hardy",254,192,99,118,119,331,"Mind Reader","Baton Pass","Swords Dance","X-Scissor"
0,87,"Dewgong","Dewgong",1,"Water","Ice","Ice Body",126.67,1.67,"Careful",309,153,179,135,224,160,"Aqua Tail","Ice Beam","Safeguard","Hail"
0,214,"Heracross","Heracross",1,"Bug","Fighting","Swarm",50.33,1.05,"Jolly",278,267,158,83,226,221,"Take Down","Megahorn","Close Combat","Reversal"
0,196,"Espeon","Espeon",1,"Psychic",NA,"Synchronize",27.81,0.96,"Modest",265,126,128,310,223,244,"Morning Sun","Psychic","Last Resort","Power Swap"
